English,Russian,Armenian,French
Metabolite,Метаболит,Մետաբոլիտ,Métabolite
Militarism,Милитаризм,Միլիտարիզմ,Militarisme
Mauler,Маулер,Մաուլեր,Mauler
Matchmaker,сваха,Խնկավաճառ,Marieur
Microcytochemistry,Микроцитохимия,Միկրոցիտոքիմիա,Microcytochimie
Myrrh,мирра,Մյուռոն,Myrrhe
Martyrdom,Мученичество,Նահատակություն,Martyre
Malignancy,Злокачественность,Չարորակություն,Malignité
Maw,пасть,Մավ,Gueule
Mechanization,Механизация,Մեխանիզացիա,Mécanisation
Motor,Мотор,Շարժիչ,Moteur
Moderation,Умеренность,Չափավորություն,Modération
Marriage,Брак,Ամուսնություն,Mariage
Myth,Миф,Առասպել,Mythe
Madman,Безумец,Խենթ մարդ,Fou
Metal,Металл,Մետաղ,Métal
Muff,Муфта,Մուֆ,Manchon
Misanthrope,Мизантроп,Misanthrope,Misanthrope
Maturity,Зрелость,Հասունություն,Maturité
Magazine,Журнал,Ամսագիր,Magazine
Midday,Полдень,Կեսօր,Midi
Motion,Движение,Շարժում,Mouvement
Moth,мотылек,Ցեց,Papillon
Mercer,Мерсер,Մերսեր,Mercier
Medicine,Медицина,Դեղ,Médecine
Matron,Матрона,Մատրոնա,Matrone
Manor,Усадьба,Մանոր,Manoir
Masseur,массажист,Մերսող,Masseur
Math,Математика,Մաթեմատիկա,Mathématiques
Miscegenation,смешение рас,Miscegenation,Métissage
Mechanism,Механизм,Մեխանիզմ,Mécanisme
Misinterpretation,Неверное толкование,Սխալ մեկնաբանում,Interprétation erronée
Motive,Мотив,Շարժառիթ,Motif
Mastic,Мастика,Մաստիկ,du mastique
Magnitude,Величина,Մեծություն,Ordre de grandeur
Miniature,Миниатюрный,Մանրանկարչություն,Miniature
Miscellany,Разное,Տարբերություն,Recueil
Mackerel,Скумбрия,Սկումբրիա,Maquereau
Marksmanship,Стрельба,Հրաձգություն,Adresse au tir
Merriment,Веселье,Ուրախություն,Gaieté
Mica,Слюда,Միկա,Mica
Mop,швабра,Շվաբր,Serpillière
Mission,Миссия,Առաքելություն,Mission
Magic,Магия,Կախարդություն,la magie
Mischief,Несчатье,Չարաճճիություն,Sottises
Municipality,Муниципалитет,Քաղաքապետարանը,Municipalité
Mana,Мана,Մանա,mana
Median,медиана,Միջին,Médian
Muster,Сбор,Հավաքող,Rassemblement
Meet,Встретиться,Հանդիպեք,Rencontrer
Moratorium,Мораторий,Մորատորիում,Moratoire
Manslaughter,непредумышленное убийство,Սպանություն,Homicide involontaire
Manager,Менеджер,Մենեջեր,Directeur
Maneuver,Маневр,Մանևր,Manœuvre
Maple,Клен,Թխկի,Érable
Mariner,Маринер,Մարիներ,Marin
Malaise,Недомогание,Թուլություն,Malaise
Mail,Почта,Փոստ,Courrier
Major-Domo,Мажор-Домо,մայոր-Դոմո,Majordome
Millenium,Миллениум,Հազարամյակ,Millénaire
Moppet,Моппет,Moppet,Moppette
Mystery,Тайна,Առեղծված,Mystère
Mispronunciation,Неправильное произношение,Սխալ արտասանություն,Prononciation incorrecte
Malediction,Проклятие,Դժգոհություն,Malédiction
Matt,Мэтт,Մատթ,Mat
Motet,Мотет,Մոտետ,Motet
Mannerism,маньеризм,Մաներիզմ,Maniérisme
Manometer,Манометр,Մանոմետր,Manomètre
Messenger,Мессенджер,Սուրհանդակ,Messager
Monk,Монах,Վանական,Moine
Manpower,рабочая сила,Աշխատուժ,Effectif
Myosin,миозин,Միոզին,Myosine
Materiel,Материал,Նյութ,Matériel
Might,Мощь,Կարող է,Puissance
Monotony,Монотонность,Միապաղաղություն,Monotonie
Marble,Мрамор,Մարմար,Marbre
Minority,Меньшинство,Փոքրամասնություն,Minorité
Mealtime,Время приема пищи,Ճաշի ժամ,Repas
Miscalculation,Просчет,Սխալ հաշվարկ,Erreur de calcul
Memory,Память,Հիշողություն,Mémoire
Matrimony,Брак,Ամուսնություն,Mariage
Maladjustment,дезадаптация,Անհարմարեցում,Inadaptation
Mean,Иметь в виду,Նկատի ունեմ,Moyenne
Musicality,Музыкальность,Երաժշտականություն,Musicalité
Mishap,несчастный случай,Դժբախտություն,Mésaventure
Megawatt,Мегаватт,Մեգավատ,Mégawatt
Mill,Мельница,Ջրաղաց,Moulin
Meat,Мясо,Միս,Moi à
Monei,деньги,Մոնեի,Monei
Monologist,Монолог,Մենագետ,Monologueur
Muck,Мук,Կեղտոտություն,Boue
Mouth,Рот,Բերան,Bouche
Membership,Членство,Անդամակցություն,Adhésion
Mulch,Мульча,Ցանքածածկ,Paillis
Monacle,монастырь,Մոնակ,Monacle
Morphine,Морфий,Մորֆին,Morphine
Melody,Мелодия,Մեղեդի,Mélodie
Main,Главный,Հիմնական,Principale
Manse,Манс,Մանսե,Presbytère
Maximum,Максимум,Առավելագույնը,Maximum
Mediocrity,Посредственность,Միջակություն,Médiocrité
Maxim,Максим,Մաքսիմ,Maxime
Mouthful,Полный рот,Բերան,Bouchée
Min,Мин.,Min,Min
Move,Двигаться,Տեղափոխել,Se déplacer
Mausoleum,Мавзолей,Դամբարանադաշտ,Mausolée
Micrometeorite,микрометеорит,Միկրոմետեորիտ,Micrométéorite
Model,Модель,Մոդել,Modèle
Melioration,Мелиорация,Մելիորացիա,Amélioration
Machine,Машина,Մեքենա,Machine
Mercy,Милосердие,Մերսի,Miséricorde
Militant,воинствующий,Ռազմական,Militant
Minor,Незначительный,Անչափահաս,Mineure
Monkey,Обезьяна,Կապիկ,Singe
Memorial,Мемориал,հուշահամալիր,Mémorial
Mores,Нравы,Մորես,Mœurs
Mastiff,Дог,Մաստիֆ,Mastiff
Mlle,мадемуазель,Mlle,Mlle
Magnetism,Магнетизм,Մագնիսականություն,Magnétisme
Monster,Монстр,Հրեշ,Monstre
Mix,Смешивание,Խառնել,Mélanger
Muscle,мышцы,Մկանային,Le muscle
Map,карта,Քարտեզ,Carte
Monasticism,Монашество,Վանականություն,monachisme
Manumission,вольная,Ձեռնարկություն,Manumission
Meadow,Луг,Մարգագետին,Prairie
Male,Мужчина,Արական,Homme
Misdemeanor,проступок,Զանցանք,Délit
Much,Много,շատ,Beaucoup
Monumentality,Монументальность,Մոնումենտալություն,Monumentalité
Mastermind,вдохновитель,Գլխավոր մտածողություն,Cerveau
Mosquito,комар,Մոծակ,Moustique
Manure,Навоз,Գոմաղբ,Fumier
Moment,Момент,Պահ,Moment
Morphology,Морфология,Մորֆոլոգիա,Morphologie
Maestro,Маэстро,Մաեստրո,Maestro
Message,Сообщение,Հաղորդագրություն,Message
Milk,Молоко,Կաթ,Du lait
Manifestation,Проявление,Դրսեւորում,Manifestation
Match,Соответствовать,Համապատասխանում,Rencontre
Midpoint,Середина,Միջնակետ,Milieu
Mrad,Мрад,պրադ,Monsieur
Marginality,Маргинальность,Մարգինալություն,Marginalité
Menu,Меню,Մենյու,Menu
Meteor,Метеор,Երկնաքար,Météore
Mirror,Зеркало,Հայելի,Miroiter
Microwave,микроволновка,Միկրոալիքային վառարան,Four micro onde
Metrazol,Метразол,Մետրազոլ,Métrazole
Mule,Мул,Ջորի,Mule
Modicum,Хоть,Modicum,Minimum
Mandate,Мандат,Մանդատ,Mandat
Matriarch,Матриарх,Մատրիարք,Matrone
Mileage,Пробег,Վազքը,Kilométrage
Maze,Лабиринт,Լաբիրինթոս,Labyrinthe
Malt,Солод,Ածիկ,Malt
Midsummer,В середине лета,Ամառվա կեսը,milieu de l'été
Marvel,Марвел,Marvel,merveille
Minister,Министр,նախարար,Ministre
Midwife,акушерка,Մանկաբարձուհի,Sage-femme
Midstream,Мидстрим,Միջին հոսք,À mi-chemin
Mudguard,Брызговик,Ցեխի պահակ,Garde-boue
Mayonnaise,Майонез,Մայոնեզ,Mayonnaise
Mound,Курган,Բլուր,Monticule
Movement,Движение,Շարժում,Mouvement
Mink,норка,ջրաքիս,Vison
Master,Мастер,Վարպետ,Maître
Mansion,Особняк,Առանձնատուն,Manoir
Memo,Памятка,Հուշագիր,Note
Mice,Мыши,Մկներ,Souris
Muse,Муза,Մուսա,Muse
Masculine,мужской род,Արական,Masculin
Maturation,Созревание,Հասունացում,Maturation
Malnutrition,недоедание,Թերսնուցում,Malnutrition
Maneuverability,Маневренность,Մանևրելու ունակություն,Maniabilité
Malady,Болезнь,Տուժած,Maladie
Minikin,Миникин,Մինիկին,Minikin
Mobility,Мобильность,Շարժունակություն,Mobilité
Mat,Мат,Մատթ,Tapis
Mechanic,Механик,Մեխանիկ,Mécanicien
Missive,послание,Միսիվ,Missive
Mutton,баранина,Ոչխարի միս,Viande de mouton
Misnomer,неправильное название,Սխալ անվանում,Terme inapproprié
Manikin,Манекен,Մանիկին,Mannequin
Melange,Меланж,Մելանժ,Mélange
Minuet,Менуэт,Մինուետ,Menuet
Madam,Госпожа,տիկին,Madame
Muskadell,Маскадель,Մուսքադել,Muskadell
Mediaevalist,Медиевист,Մեդիաեւիստ,Médiévale
Merchant,Торговец,Վաճառական,Marchand
Miscreant,Негодяй,Սխալ,Scélérat
Merchandise,Товар,Ապրանքներ,Marchandise
Member,Член,Անդամ,Membre
Malaria,малярия,Մալարիա,Paludisme
Mercenary,Наемник,Վարձկան,Mercenaire
Mother,Мать,Մայրիկ,Mère
Milestone,Веха,Հենակետ,Jalon
Melon,Дыня,Սեխ,Melon
Mastery,Мастерство,Վարպետություն,La maîtrise
Mutiny,Мятеж,Խռովություն,Mutinerie
Mayhem,беспредел,Հակառակություն,Grabuge
Mildew,Плесень,բորբոս,Moisissure
Membrane,Мембрана,Թաղանթ,Membrane
Murder,Убийство,Սպանություն,Meurtre
Mitigation,Смягчение,Մեղմացում,Atténuation
Madrigal,Мадригал,Մադրիգալ,Madrigal
Manservant,Слуга,ծառայող,Valet
Metaphysic,метафизика,Մետաֆիզիկա,Métaphysique
Monastery,Монастырь,վանք,Monastère
Midshipmen,Гардемарины,Միջնորդներ,Aspirants
Mutuality,Взаимность,Փոխադարձություն,Mutualité
Mistake,Ошибка,Սխալ,Erreur
Mineral,Минеральная,Հանքանյութ,Minéral
Mankind,Человечество,Մարդկություն,Humanité
Matrix,Матрица,Մատրիցա,Matrice
Minter,Минтер,Մինտեր,Minter
Myrtle,Мирт,Միրտլ,Myrte
Maiden,Дева,Կույս,Jeune fille
Mentality,Склад ума,Հոգեբանություն,Mentalité
Motto,Девиз,Կարգախոս,Devise
Money,Деньги,Փող,Argent
Missy,Мисси,Միսի,mademoiselle
Maniac,Маньяк,մոլագար,Maniaque
Monopolization,Монополизация,Մենաշնորհացում,Monopolisation
Mesh,Сетка,ԱՐՏ,Engrener
Mayor,Мэр,քաղաքապետ,Maire
Metaphor,Метафора,Փոխաբերություն,Métaphore
Majuh,Маджух,Մաջուհ,Majuh
Menstruation,Менструация,Menstruation,Menstruation
Market,Рынок,Շուկա,Marché
Magnanimity,Великодушие,Մեծահոգություն,Magnanimité
Mistrial,Неправильное испытание,Միստրիալ,Erreur de procès
Moire,Муар,Մոիր,Moiré
Measurement,Измерение,Չափում,La mesure
Management,Управление,Կառավարում,Gestion
Midnight,Полночь,Կեսգիշեր,Minuit
Method,Метод,Մեթոդ,Méthode
Microcosm,Микрокосм,Միկրոկոսմ,Microcosme
Misunderstanding,Непонимание,Թյուրիմացություն,Malentendu
Misrepresentation,введение в заблуждение,Խեղաթյուրում,Fausses déclarations
Mathematician,Математик,մաթեմատիկոս,Mathématicien
Moontrack,лунный след,Moontrack,Moontrack
Methyl,Метил,Մեթիլ,Méthyle
Matter,Иметь значение,Նյութ,Question
Metabolism,Метаболизм,Նյութափոխանակություն,Métabolisme
Manufacture,Производство,Արտադրություն,Fabrication
Masterpiece,Шедевр,Գլուխգործոց,Chef-d'oeuvre
Men,Мужчины,Տղամարդիկ,Hommes
Mile,Миля,մղոն,Mile
Machinist,Машинист,մեքենավար,Machinist
Ministry,министерство,նախարարություն,Ministère
Mandrel,Оправка,Մանդրել,Mandrin
Mudwagon,Грязевой фургон,Ցեխավագոն,Mudwagon
Midweek,Середина недели,Միջին շաբաթ,Milieu de la semaine
Minstrel,Менестрель,Մինստրել,Ménestrel
Microfilm,микрофильм,Միկրոֆիլմ,Microfilm
Mover,движитель,Շարժիչ,Déménageur
Metropolitanization,Метрополитизация,Մետրոպոլիտացիա,Métropolisation
Millionaire,миллионер,Միլիոնատեր,Millionnaire
Motif,Мотив,Մոտիվ,Motif
Maintenance,техническое обслуживание,Տեխնիկական սպասարկում,Maintenance
Mixer,Смеситель,Խառնիչ,Mixer
Mold,Плесень,Բորբոսը,Mouler
Murmur,ропот,Փնթփնթալ,Murmure
Media,СМИ,Մեդիա,Médias
Melancholy,Меланхолия,Մելամաղձություն,Mélancolie
Milieu,среда,Միջավայր,Milieu
Manual,Руководство,Ձեռնարկ,Manuel
Mistletoe,Омела,Մզամուրճ,Du gui
Morsel,Кусок,Պատառ,Morceau
Melting,плавление,Հալվելը,Fusion
Mammal,Млекопитающее,Կաթնասուն,Mammifère
Memorabilia,памятные вещи,Հիշատակարաններ,Souvenirs
Myopia,Близорукость,Կարճատեսություն,Myopie
Mettle,Характер,Մետլ,Courage
Monarch,монарх,Միապետ,Monarque
Magnification,Увеличение,Խոշորացում,Grossissement
Motherland,Родина,Հայրենիք,Mère patrie
Mixture,Смесь,Խառնուրդ,Mélange
Mountainside,склон горы,Լեռնալանջ,À flanc de montagne
Mortar,Миномет,Հավանգ,Mortier
Modernity,Современность,Արդիականություն,La modernité
Multiplicity,Множественность,Բազմապատկություն,Multiplicité
Make,Делать,Դարձնել,Faire
Militia,Милиция,Միլիցիա,Milice
Martini,мартини,Մարտինի,Martini
Melodrama,Мелодрама,Մելոդրամա,Mélodrame
Masonry,Кирпичная кладка,որմնադրությանը,Maçonnerie
Mushroom,Гриб,Սունկ,Champignon
Mania,Мания,մոլուցք,La manie
Motivator,Мотиватор,Մոտիվատոր,Motivateur
Meditation,Медитация,Մեդիտացիա,Méditation
Mistrust,Недоверие,Անվստահություն,Méfiance
Millinery,Миллинери,Millinery,Chapellerie
Multipactor,Мультипактор,Multipactor,Multipacteur
Modesty,Скромность,Համեստություն,Modestie
Mouse,мышь,Մուկ,Souris
Mainstream,Основное направление,Հիմնական հոսք,Intégrer
Mystic,мистика,Միստիկ,Mystique
Megalomania,мания величия,Մեգալոմանիա,La folie des grandeurs
Missionary,Миссионер,Միսիոներ,Missionnaire
Magician,Фокусник,Մագ,Magicien
Medication,Медикамент,Դեղորայք,Des médicaments
Mast,Мачта,Կայմ,Mât
Medal,Медаль,Մեդալ,Médaille
Misbehavior,плохое поведение,Սխալ պահվածք,Mauvaise conduite
Middle,Середина,Միջին,Milieu
Moral,Мораль,Բարոյական,Moral
Misalignment,Несоосность,Սխալ դասավորվածություն,Désalignement
Marrow,костный мозг,Ծուծուծուծը,Moelle
Moisture,Влага,Խոնավություն,Humidité
Meal,Еда,Ճաշ,Repas
Malapropism,Малапропизм,Մալապրոպիզմ,Impropriété de langage
Misuse,Неправильное использование,Չարաշահում,Abuser
Mailman,почтальон,Փոստատար,Facteur
Manna,Манна,Մանանա,Manne
Movie,Фильм,Ֆիլմ,Film
Misconception,Заблуждение,Սխալ կարծիք,Idée fausse
Maelstrom,Водоворот,Շրջադարձ,Maelstrom
Misstep,оплошность,Սխալ քայլ,Faux pas
Museum,музей,Թանգարան,Musée
Mercury,Меркурий,Մերկուրի,Mercure
Marketing,Маркетинг,Մարքեթինգ,Commercialisation
Manifesto,Манифест,Մանիֆեստ,Manifeste
Milquetoast,Молочный тост,Milquetoast,Pain grillé
Molar,Моляр,Մոլյար,Molaire
Music,Музыка,Երաժշտություն,La musique
Monomer,мономер,Մոնոմեր,Monomère
Monitor,Монитор,Մոնիտոր,Moniteur
Mobilization,Мобилизация,Մոբիլիզացիա,La mobilisation
Mysticism,Мистика,Միստիցիզմ,Mysticisme
Moralist,Моралист,Բարոյախոս,Moraliste
Mantle,Мантия,Թիկնոց,Manteau
Megaton,Мегатонна,Մեգատոն,Mégatonne
Marathon,Марафон,Մարաթոն,Marathon
Modulation,Модуляция,Մոդուլյացիա,Modulation
Metronome,Метроном,Մետրոնոմ,Métronome
Multimillionaire,Мульти миллионер,Մուլտիմիլիոնատեր,Multimillionnaire
Microscope,микроскоп,Մանրադիտակ,Microscope
Micelle,Мицелла,Միսել,Micellaire
Missile,Ракета,Հրթիռ,Missile
Morale,Мораль,Բարոյական վիճակ,Moral
Misinformation,Дезинформация,Ապատեղեկատվություն,Désinformation
Mode,Режим,Ռեժիմ,Mode
Manufacturer,Производитель,Արտադրող,Fabricant
Monograph,Монография,Մենագրություն,Monographie
Moustache,Усы,Բեղ,Moustache
Major,Крупный,մայոր,Principal
Menfolk,Мужчины,Menfolk,Hommes
Mike,Майк,Մայք,Mike
Mustard,Горчица,Մանանեխ,Moutarde
Mischance,несчастье,Դժբախտություն,Malchance
Musculature,Мускулатура,Մկանային կառուցվածք,Musculature
Manner,Манера,Ձևը,Manière
Memento,Сувениры,Հիշատակ,Mémento
Makeup,"Макияж, мириться",Դիմահարդարում,Se maquiller
Millivoltmeter,милливольтметр,Միլիվոլտմետր,Millivoltmètre
Modality,Модальность,Մոդալություն,Modalité
Majesty,Величество,Մեծություն,Majesté
Muezzin,Муэдзин,Մուեզին,Muezzin
Month,Месяц,Ամիս,Mois
Menace,угроза,Սպառնալիք,Menace
Meaning,Смысл,Իմաստը,Sens
Monopoly,Монополия,Մենաշնորհ,Monopole
Microorganism,Микроорганизм,Միկրոօրգանիզմ,Micro-organisme
Millidegree,Миллиградус,Միլիարդատիվ,millidegré
Mantel,каминная полка,Մանթել,Manteau
Mall,Торговый центр,Մոլ,Centre commercial
Musician,Музыкант,Երաժիշտ,Musicien
Martyr,Мученик,Նահատակ,Martyr
Midair,В воздухе,Միջին օդը,En l'air
Mantrap,ловушка,Մանթակ,Piège à saké
Milligram,Миллиграмм,Միլիգրամ,Milligramme
Monument,Памятник,Հուշարձան,Monument
Mayorship,мэрия,Քաղաքապետություն,Mairie
Mortality,Смертность,Մահացություն,Mortalité
Marker,Маркер,Մարկեր,Marqueur
Multiplication,Умножение,Բազմապատկում,Multiplication
Mucosa,Слизистая оболочка,Լորձաթաղանթ,Muqueuse
Misogynist,женоненавистник,Միսոգին,Misogyne
Magnolia,Магнолия,Մագնոլիա,Magnolia
Mannequin,Манекен,Մանեկեն,Mannequin
Mystique,Мистика,Միստիկա,Mystique
Motherhood,Материнство,Մայրություն,Maternité
Mineralogy,Минералогия,Միներալոգիա,Minéralogie
Multiversity,Мультиверситет,Բազմաբազմազանություն,Multiversité
Misfortune,несчастье,Դժբախտություն,Malheur
Modification,Модификация,Փոփոխություն,Modification
Mermaid,Русалка,Ջրահարս,Sirène
Mom,Мама,Մայրիկ,Maman
Microphone,Микрофон,Միկրոֆոն,Microphone
Migration,Миграция,Միգրացիան,Migration
Memorization,Запоминание,Անգիրացում,Mémorisation
Mud,Грязь,Ցեխ,Boue
Mad,Безумный,Խելագար,Fou
Miner,Шахтер,Հանքագործ,Mineur
Miscount,Просчет,Սխալ հաշվարկ,Erreur de compte
Morgue,Морг,դիահերձարան,Morgue
Mate,Приятель,Ընկեր,Copain
Milliliter,Миллилитр,Միլիլիտր,Millilitre
Modernism,Модернизм,Մոդեռնիզմ,Modernisme
Man,мужчина,Մարդ,Homme
Mascara,Тушь для ресниц,Սևաներկ,Mascara
Myocardium,Миокард,Սրտամկանի,Myocarde
Molecule,Молекула,Մոլեկուլ,Molécule
Marketability,Товарность,Շուկայականություն,Commercialisation
Magistrate,магистрат,Մագիստրատ,Magistrat
Marketplace,Торговая площадка,Շուկա,Marché
Mien,Мьен,Միեն,Mine
Musical,Музыкальный,Երաժշտական,Musical
Manzanita,Мансанита,Մանզանիտա,Manzanita
Mosque,Мечеть,Մզկիթ,Mosquée
Measure,Мера,Չափել,Mesure
Manganese,Марганец,Մանգան,Manganèse
Methodology,Методология,Մեթոդաբանությունը,Méthodologie
March,Маршировать,մարտ,Mars
Materialism,Материализм,Նյութապաշտություն,Matérialisme
Mention,Упомянуть,Նշել,Mention
Malocclusion,неправильный прикус,Անսարքություն,Malocclusion
Manifold,Многообразие,Բազմազան,Collecteur
Magnificence,Великолепие,Հոյակապություն,Magnificence
Mural,Фреска,Որմնանկար,Mural
Musclemen,Мускулисты,Մկանային մարդիկ,Musclemen
Mood,Настроение,Տրամադրություն,Humeur
Mezzo,Меццо,Մեցցո,Mezzo
Misconstruction,неправильное толкование,Սխալ կառուցում,Fausse interprétation
Merit,Цена,Վաստակություն,Mérite
Micrometer,микрометр,Միկրոմետր,Micromètre
Myriad,Мириады,Բազմաթիվ,Myriade
Mare,Маре,Մարե,jument
Millenarianism,милленаризм,Հազարամյակներություն,Millénarisme
Meteorite,Метеорит,Երկնաքար,Météorite
Mealynose,мелиноз,Մեալինոզ,Mealynose
Manipulation,Манипуляции,Մանիպուլյացիա,Manipulation
Monsoon,Муссон,Մուսսոն,Mousson
Mark,Отметка,նշագծել,Marquer
Mackinaw,Макино,Mackinaw,Mackinaw
Myofibrillae,Миофибриллы,Միոֆիբրիլներ,Myofibrilles
Mosaic,Мозаика,Մոզաիկա,Mosaïque
Motel,Мотель,Մոթել,Motel
Marijuana,Марихуана,Մարիխուանա,Marijuana
Manila,Манила,Մանիլա,Manille
Majority,Большинство,Մեծամասնությունը,Majorité
Madhouse,сумасшедший дом,Գժանոց,Maison de fous
Marksman,Стрелок,Դիրակաձիգ,Buteur
Mentor,Наставник,Մենթոր,Mentor
Minutes,Минуты,Րոպեներ,Minutes
Mycobacteria,Микобактерии,Միկոբակտերիաներ,Mycobactéries
Massage,Массаж,Մերսում,Massage
Moderator,Модератор,Մոդերատոր,Modérateur
Millennia,Тысячелетия,Հազարամյակներ,Millénaires
Mackintosh,Макинтош,Մակինթոշ,Imperméable
Mob,Моб,ամբոխ,Foule
Mahogany,красное дерево,Կարմրափայտ կարմրափայտ ծառ,Acajou
Memoir,Мемуары,Հուշագրություն,Mémoire
Minder,Смотритель,Մտադիր,Gardien
Mullah,мулла,Մոլլա,Mollah
Misery,Невзгоды,Դժբախտություն,La misère
Military,Военный,Ռազմական,Militaire
Million,Миллион,միլիոն,Million
Monogamy,Моногамия,Մոնոգամիա,Monogamie
Masquerade,Маскарад,Դիմակահանդես,Mascarade
Microchemistry,Микрохимия,Միկրոքիմիա,Microchimie
Motivation,Мотивация,Մոտիվացիա,Motivation
Maiestie,Мэйсти,Մայեստի,Maiestie
Maker,Создатель,Ստեղծող,Fabricant
Marimba,Маримба,Մարիմբա,Marimba
Magnet,Магнит,Մագնիս,Aimant
Mist,Туман,մառախուղ,Brume
Marinade,Маринад,Մարինադ,Marinade
Mumble,мямлить,Մռմռալ,Marmonner
Margin,Прибыль,Լուսանցք,Marge
Maid,Служанка,Սպասուհին,Femme de ménage
Material,Материал,Նյութ,Matériel
Mine,Моя,Իմը,Mien
Marina,Марина,Մարինա,Marina
Modernization,Модернизация,Արդիականացում,Modernisation
Millimeter,Миллиметр,Միլիմետր,Millimètre
Monstrosity,чудовищность,Հրեշականություն,Monstruosité
Mirth,веселье,Միրթ,Gaieté
Mount,Устанавливать,Լեռ,Monter
Marine,морской,Մարինե,Marin
Mythology,Мифология,Առասպելաբանություն,Mythologie
Mediumship,Медиум,Միջնորդություն,Médiumnité
Maget,Магет,Մագետ,Maget
Malice,Злоба,Չարամտություն,Malice
Millennium,Миллениум,Հազարամյակ,Millénaire
Merger,Слияние,Միաձուլում,Fusionnement
Modifier,Модификатор,Փոփոխիչ,Modificateur
Monologue,Монолог,Մենախոսություն,Monologue
Methacrylate,метакрилат,Մետակրիլատ,Méthacrylate
Mough,Муф,Mough,Mough
Madmen,Безумцы,Խելագարներ,Des hommes fous
Meeting,Встреча,Հանդիպում,Réunion
Moldboard,Отвал,Կաղապարային տախտակ,Versoir
Mystification,Мистификация,Միստիֆիկացում,Mystification
Mash,Маш,Մաշել,Purée
Mask,Маска,Դիմակ,Masquer
Marmalade,Мармелад,Մարմելադ,Confiture
Massuh,Массух,Մասուհ,Massu
Mollycoddle,Малышка,Մոլիկոդլ,Materner
Mainland,Материк,Մայրցամաք,Continent
Mortgage,Ипотека,Հիփոթեք,Hypothèque
Mountain,Гора,Լեռ,Montagne
Messhall,Месшалл,Մեսշալ,Messhall
Mucilage,Слизь,Լորձաթաղանթ,Mucilage
Momentum,Импульс,Իմպուլս,Élan
Melee,Ближний бой,Melee,Mêlée
Mind,Разум,Միտք,Esprit
Mucker,Мукер,Մուկեր,Mucker
Meantime,Тем временем,ՄԻԵՎՆՈՒՅՆ ժամանակ,Entre temps
Malevolence,Злоба,Չարամտություն,Malveillance
Must,Должен,Պետք է,Devoir
Microscopy,микроскопия,Մանրադիտակ,Microscopie
Motorist,Автомобилист,Ավտովարորդ,Automobiliste
Mechanist,Механист,Մեխանիկ,Mécanicien
Marshal,Маршал,Մարշալ,Maréchal
Mortification,умерщвление,Մորտիֆիկացում,Mortification
Magnum,Магнум,Մագնում,Magnum
Medium,Середина,Միջին,Moyen
Mint,Монетный двор,անանուխ,menthe
Mendicancy,Нищенство,Մենդիկանսություն,mendicité
Mockery,издевательство,Ծաղր,Moquerie
Multifigure,Многофигурка,Բազմաֆիգուր,Multifigure
Midway,Мидуэй,Միդվեյ,À mi-chemin
Monolith,Монолит,Մոնոլիտ,Monolithe
Multistage,Многоступенчатый,Բազմաստիճան,Multi-étagé
Muffler,Глушитель,խլացուցիչ,Silencieux
Masculinity,Мужественность,առնականություն,Masculinité
Miracle,Чудо,Հրաշք,Miracle
Minute,Минута,Րոպե,Minute
Mama,Мама,Մամա,Maman
Musicianship,музыкальность,Երաժշտություն,Musicien
Menarche,Менархе,Մենարխե,Ménarche
Meter,метр,Հաշվիչ,Mètre
Manhood,Мужественность,Տղամարդկություն,Virilité
Midst,Середина,Միջն,Milieu
Mole,Крот,Խլուրդ,Taupe
Monosyllable,Односложный,Միավանկ,Monosyllabe
Minimum,Минимум,Նվազագույնը,Le minimum
Multitude,Множество,Բազմություն,Multitude
Moon,Луна,Լուսին,Lune
Morrow,Завтра,Վաղը,demain
Modern,Современный,Ժամանակակից,Moderne
Mycology,Микология,Սնկաբանություն,Mycologie
Muzzle,Морда,Դնչկալ,Museau
Metre,метр,Հաշվիչ,Mètre
Medley,попурри,Խառնաշփոթ,Mélange
Mustache,Усы,Բեղ,Moustache
Morality,Мораль,Բարոյականություն,Moralité
Minutiae,мелочи,Մանրամասն,Menus détails
Mirage,Мираж,Միրաժ,Mirage
Mug,Кружка,Բաժակ,Tasse
Machinegun,Пулемет,Գնդացիր,Mitraillette
Musket,Мушкет,Մուշկետ,Mousquet
Mutilation,Увечье,Խեղում,Mutilation
Magnate,Магнат,Մագնատ,Magnat
Mahua,Махуа,Մահուա,Mahua
Morning,Утро,Առավոտյան,Matin
Nymphomaniac,Нимфоманка,Նիմֆոմանուհի,Nymphomane
Nursling,нянька,Բուժքույրական,Nourrisson
Nonsense,Бред какой то,Անհեթեթություն,Absurdité
Nation,нация,Ազգ,Nation
Navel,Пупок,Նավել,Nombril
Nail,Гвоздь,Եղունգ,Clou
Nestling,Птенец,Բնադրում,Oisillon
Nut,Орех,Ընկույզ,Noix
Nurse,Медсестра,Բուժքույր,Infirmière
Neighbourhood,Район,Հարեւանություն,Quartier
Northerner,Северянин,հյուսիսային,Nordiste
Nucleoli,ядрышки,Նուկլեոլներ,Nucléole
Newsletter,Новостная рассылка,Տեղեկագիր,Bulletin
Nanny,Няня,Դայակ,Nounou
Niceness,приятность,Հաճելիություն,Gentillesse
Noncompliance,Несоответствие,Անհամապատասխանություն,Non-conformité
Nato,НАТО,ՆԱՏՕ,OTAN
Nonconformist,Нонконформист,Ոչ կոնֆորմիստ,Non-conformiste
Nationality,Национальность,Ազգություն,Nationalité
